ganancias,titulo_pelicula,vote_average,vote_count,mes_estreno,dia_semana,year_estreno
230069,jimmy vestvood: amerikan hero,5.4,14,marzo,domingo,2016
0,the vengeance of she,5.8,5,abril,domingo,1968
0,black's game,6.3,19,marzo,domingo,2012
0,baden baden,5.9,8,noviembre,viernes,2016
0,lego dc comics super heroes: justice league - gotham city breakout,7.0,22,junio,martes,2016
643034500,moana,7.3,3471,noviembre,miercoles,2016
0,the good sister,4.0,2,mayo,sabado,2014
0,"feyzo, the polite one",6.6,5,enero,domingo,1978
0,hector,7.0,2,diciembre,viernes,2015
0,eliminators,6.0,36,diciembre,jueves,2016
0,alienate,4.3,12,febrero,lunes,2016
13960394,jackie,6.5,737,diciembre,viernes,2016
0,ballad,6.0,2,septiembre,sabado,2009
114501300,office christmas party,5.4,541,noviembre,viernes,2016
11083449,the tiger: an old hunter's tale,7.5,17,diciembre,miercoles,2015
0,ritual in transfigured time,7.8,12,enero,martes,1946
0,summer games,6.3,3,septiembre,jueves,2011
0,intimate grammar,7.7,3,septiembre,jueves,2010
10474,logan,5.3,2,septiembre,viernes,2010
0,belle du seigneur,5.1,19,noviembre,jueves,2012
0,robin redbreast,5.3,3,diciembre,jueves,1970
0,nature's great events,6.2,7,febrero,miercoles,2009
0,hello ghost,7.1,22,diciembre,jueves,2010
14793385,the space between us,7.2,564,enero,jueves,2017
1056057300,rogue one: a star wars story,7.4,5111,diciembre,miercoles,2016
0,pet,5.9,193,septiembre,sabado,2016
22678556,live by night,6.2,416,diciembre,domingo,2016
276922000,split,7.0,4461,noviembre,martes,2016
0,national bird,7.0,9,mayo,jueves,2017
0,a kind of murder,5.5,74,diciembre,viernes,2016
0,l'inhumaine,7.8,4,diciembre,viernes,1924
0,soldat blanc,7.3,2,septiembre,lunes,2014
0,ushi must marry,3.8,8,febrero,miercoles,2013
81093310,underworld: blood wars,5.2,1619,noviembre,lunes,2016
0,panfilov's 28 men,6.8,24,noviembre,jueves,2016
0,wild things: foursome,5.1,20,junio,martes,2010
3500605,miss sloane,7.2,317,noviembre,viernes,2016
3885342,rules don't apply,5.9,103,noviembre,miercoles,2016
0,skewered,5.0,1,julio,martes,2013
0,hobgoblins,2.2,18,julio,jueves,1988
0,pretham,5.7,7,agosto,viernes,2016
0,kammatipaadam,8.1,9,mayo,viernes,2016
0,count dracula's great love,6.2,5,mayo,sabado,1973
0,seedpeople,4.2,5,mayo,jueves,1992
0,absurda,6.8,12,mayo,miercoles,2007
0,six men getting sick,6.0,49,enero,domingo,1967
0,love is all you need?,7.0,6,marzo,sabado,2016
0,unbowed,6.5,10,enero,miercoles,2012
230698780,hidden figures,7.8,2178,diciembre,sabado,2016
0,mandira filozofu,5.9,7,abril,viernes,2014
0,michael che matters,7.5,11,noviembre,viernes,2016
0,hell house llc,6.7,45,enero,viernes,2015
0,the charnel house,4.6,9,noviembre,viernes,2016
0,anatolian eagles,6.0,4,enero,viernes,2011
0,celal ile ceren,5.0,10,enero,viernes,2013
0,uninhabited,4.4,19,mayo,viernes,2010
0,umbracle,5.5,2,enero,sabado,1972
64414760,fences,6.7,750,diciembre,viernes,2016
0,vox populi,7.3,3,enero,jueves,2008
0,little wing,7.5,4,septiembre,viernes,2016
6174491,bleed for this,6.7,192,noviembre,viernes,2016
0,the deadly duo,6.5,6,diciembre,miercoles,1971
0,norman television,6.3,3,diciembre,martes,2016
0,if i were you 2,5.9,55,febrero,domingo,2009
0,vai que da certo,6.1,37,marzo,viernes,2013
0,rainbow time,5.8,4,marzo,lunes,2016
0,hacker,6.4,70,septiembre,jueves,2016
0,the free world,5.4,12,septiembre,viernes,2016
0,the exclusive : beat the devil's tattoo,5.8,6,enero,jueves,2015
0,three heroes and julius caesar,6.0,2,enero,jueves,2015
19010584,tri bogatyrya i shamakhanskaya tsaritsa,5.6,15,diciembre,miercoles,2010
0,eltern,6.1,9,noviembre,jueves,2013
0,the greasy strangler,6.1,45,enero,viernes,2016
0,tormented,4.6,9,agosto,martes,2011
0,the other dumas,6.1,7,febrero,miercoles,2010
0,money,5.6,20,abril,miercoles,2016
0,perry mason: the case of the lost love,6.5,2,febrero,lunes,1987
0,inner workings,8.2,46,noviembre,miercoles,2016
0,shadows of the dead,6.2,6,enero,sabado,2016
0,show girl in hollywood,4.8,3,abril,domingo,1930
0,"yes, my darling daughter",6.0,1,febrero,sabado,1939
0,the hurt business,5.6,10,enero,viernes,2016
0,the together project,6.3,21,junio,miercoles,2016
0,pentatonix: on my way home,6.9,8,junio,jueves,2015
0,october kiss,6.5,6,enero,sabado,2015
0,mom at sixteen,4.4,13,marzo,martes,2005
0,political animals,7.0,22,julio,domingo,2012
0,longhorns,5.4,13,junio,sabado,2011
0,mercenary,6.8,10,enero,miercoles,2016
0,froning: the fittest man in history,6.5,8,enero,jueves,2015
331957120,the great wall,5.8,1465,diciembre,viernes,2016
0,slash,6.6,17,marzo,domingo,2016
0,the matchbreaker,6.0,22,enero,viernes,2016
0,this beautiful fantastic,7.3,41,enero,jueves,2016
23964782,the founder,7.0,855,noviembre,jueves,2016
0,under the sea 3d,6.8,21,febrero,viernes,2009
0,hairspray live!,7.0,32,diciembre,miercoles,2016
0,this unnameable little broom,6.2,8,enero,martes,1985
0,blowfly park,5.0,2,noviembre,viernes,2014
0,spies of warsaw,6.7,12,enero,martes,2013
0,creepy,6.3,27,junio,sabado,2016
302553,the priest,5.0,1,mayo,lunes,1978
312010,the tobacconist of vallecas,5.8,9,abril,jueves,1987
646714,colegas,7.3,2,enero,lunes,1982
680224,candy razors,6.2,6,enero,lunes,1980
0,forbidden love game,3.5,2,junio,viernes,1975
0,no one heard the scream,6.4,4,enero,lunes,1973
0,the cannibal man,6.4,14,junio,viernes,1973
118034270,why him?,6.3,1203,diciembre,jueves,2016
0,a fuller life,7.0,2,agosto,miercoles,2013
0,kickassia,5.2,15,mayo,lunes,2010
0,suburban knights,6.2,15,septiembre,martes,2011
0,to boldly flee,6.6,12,enero,sabado,2012
0,i am bolt,6.7,25,noviembre,lunes,2016
632443700,sing,6.8,2363,noviembre,miercoles,2016
3376375,dear zindagi,6.9,46,noviembre,jueves,2016
0,kahaani 2,6.2,12,diciembre,jueves,2016
0,my family and other animals,5.9,10,diciembre,martes,2005
0,when saturday comes,5.3,13,marzo,viernes,1996
0,john hodgman: ragnarok,5.8,7,junio,miercoles,2013
0,the spoils of babylon,6.4,17,enero,jueves,2014
0,hannibal buress: animal furnace,7.8,12,mayo,domingo,2012
0,i am not your negro,8.0,87,febrero,viernes,2017
0,perry mason: the case of the murdered madam,5.5,2,enero,domingo,1987
0,wildflower,5.8,9,febrero,viernes,2016
0,wonder women,5.5,4,abril,miercoles,1973
0,blacker than the night,5.9,8,diciembre,jueves,1975
0,the olsen gang in deep trouble,6.0,1,enero,miercoles,2013
0,jack goes home,5.1,21,marzo,lunes,2016
0,crush and blush,5.7,7,enero,jueves,2008
0,echo park,6.0,5,junio,sabado,2014
0,end of a gun,4.8,14,septiembre,viernes,2016
0,happy easter,6.2,14,enero,miercoles,1984
0,the giant,6.4,5,enero,viernes,2016
0,miss india america,3.7,4,marzo,jueves,2016
0,sugar mountain,5.9,16,diciembre,viernes,2016
0,in bed with victoria,5.3,118,septiembre,miercoles,2016
0,well wishes,4.6,6,septiembre,jueves,2015
0,alma,7.0,46,enero,jueves,2009
0,darkweb,2.4,10,marzo,martes,2016
0,perri,7.3,4,agosto,miercoles,1957
0,thread of lies,7.9,7,marzo,jueves,2014
33125,alone in berlin,6.4,43,septiembre,jueves,2016
0,at cafe 6,6.0,4,julio,jueves,2016
0,the kodai family,8.7,3,junio,sabado,2016
0,the inheritance or fuckoffguysgoodday,6.2,8,diciembre,martes,1992
0,strangled,6.6,4,noviembre,jueves,2016
0,say 'i love you',6.3,12,julio,sabado,2014
0,the legend of ben hall,6.6,9,diciembre,jueves,2016
0,vampire in love,6.5,2,abril,viernes,2015
0,beyond the gates,4.9,57,junio,jueves,2016
0,the interior,4.7,3,julio,lunes,2015
0,harold's going stiff,4.3,8,mayo,viernes,2011
0,the house on pine street,4.9,15,febrero,sabado,2015
0,bloody knuckles,5.3,3,julio,domingo,2014
0,the reunion 2 - the funeral,5.4,7,febrero,jueves,2014
0,the fourth phase,8.2,6,enero,domingo,2016
0,paranormal drive,6.4,4,marzo,jueves,2016
0,life+1 day,9.4,8,marzo,miercoles,2016
0,coming through the rye,6.8,6,enero,jueves,2016
0,kedi,7.4,21,febrero,viernes,2017
0,my love story!!,6.8,5,enero,sabado,2015
0,the advocate: a missing body,7.3,9,enero,jueves,2015
0,krummerne,6.7,5,enero,viernes,1991
0,perry mason: the case of the lady in the lake,6.0,2,mayo,domingo,1988
0,christmas list,7.1,7,noviembre,viernes,2016
0,city of dead men,4.8,13,noviembre,sabado,2014
0,rodeo and juliet,4.0,4,noviembre,viernes,2015
0,the caretaker,4.2,6,septiembre,viernes,2016
0,the crooked man,4.7,11,enero,sabado,2016
0,the road builder,6.6,8,mayo,miercoles,1971
0,barry,5.1,47,septiembre,sabado,2016
0,lou!,5.6,70,enero,miercoles,2014
0,souvenir strip of the edison kinetoscope,4.9,8,mayo,viernes,1894
0,hurricane bianca,6.3,63,junio,viernes,2016
0,the elementary school,7.5,14,agosto,jueves,1991
240697860,assassin's creed,5.4,2776,diciembre,miercoles,2016
223003,dr. cabbie,5.7,14,septiembre,viernes,2014
0,wishin' and hopin',4.0,1,noviembre,domingo,2014
0,our lovers,6.9,33,febrero,lunes,2016
0,greater,7.5,25,agosto,viernes,2016
194647330,a dog's purpose,6.6,657,enero,jueves,2017
0,the cube,7.4,11,febrero,domingo,1969
0,one week and a day,6.9,7,diciembre,miercoles,2016
310000000,dangal,8.0,140,diciembre,viernes,2016
0,perry mason: the case of the musical murder,7.5,2,abril,domingo,1989
0,blood and ties,6.7,15,enero,jueves,2013
0,perry mason: the case of the all-star assassin,4.0,1,noviembre,jueves,1989
0,bright night,5.4,9,mayo,viernes,2015
0,manifesto,8.0,4,junio,jueves,2017
0,perry mason: the case of the defiant daughter,5.0,1,septiembre,domingo,1990
0,this summer feeling,6.4,8,enero,domingo,2015
0,a christmas eve miracle,3.5,3,noviembre,martes,2015
0,george carlin: complaints & grievances,7.8,19,noviembre,sabado,2001
0,beyond valkyrie: dawn of the fourth reich,4.7,14,enero,lunes,2016
0,rara,7.0,8,febrero,sabado,2016
5290,the guillotines,5.4,27,diciembre,jueves,2012
4811525,collide,5.5,164,agosto,jueves,2016
0,mower minions,6.8,54,julio,viernes,2016
0,baby's meal,5.4,22,diciembre,viernes,1895
0,demolition of a wall,5.8,17,marzo,viernes,1896
0,annabelle serpentine dance,5.7,20,abril,lunes,1895
0,the sick kitten,5.3,11,diciembre,jueves,1903
0,"good luck charlie, it's christmas!",6.0,79,diciembre,viernes,2011
50548150,patriots day,6.8,631,diciembre,lunes,2016
0,"for a moment, freedom",5.6,6,agosto,viernes,2008
0,shadow of the wolf,5.1,5,marzo,jueves,1992
0,seasons,6.5,29,enero,miercoles,2016
0,western spaghetti,6.9,15,abril,sabado,2008
0,the little hours,5.9,36,junio,viernes,2017
0,first born,5.5,20,junio,domingo,2016
0,hercules: zero to hero,6.0,3,enero,viernes,1999
0,seclusion,7.5,3,diciembre,domingo,2016
0,adventures in dinosaur city,3.7,7,agosto,miercoles,1991
0,dexter's laboratory: ego trip,7.4,9,diciembre,viernes,1999
0,scary godmother: halloween spooktakular,6.0,4,enero,miercoles,2003
0,top star,8.0,2,enero,jueves,2013
0,the twelve gold medallions,6.8,5,enero,miercoles,1970
0,big bullet,7.3,3,junio,martes,1996
0,eagle shooting heroes,7.0,24,febrero,viernes,1993
0,wasp,7.1,20,enero,miercoles,2003
0,why blame it on the child?,6.7,87,mayo,viernes,2016
0,munchie strikes back,3.0,2,agosto,lunes,1994
2351359,ballerina,7.1,415,diciembre,miercoles,2016
0,nemiche per la pelle,5.7,31,abril,jueves,2016
0,how sarah got her wings,5.8,15,diciembre,domingo,2015
0,"raging sun, raging sky",4.0,7,enero,jueves,2009
0,fist fight,6.2,339,febrero,jueves,2017
64493916,monster trucks,6.0,209,diciembre,miercoles,2016
26559556,a cure for wellness,6.0,939,febrero,miercoles,2017
0,beyond the edge,7.1,9,enero,jueves,2013
1776333,he's a dragon,6.6,38,diciembre,viernes,2015
0,swept under,4.4,12,diciembre,domingo,2015
0,red dog: true blue,5.9,9,diciembre,lunes,2016
0,quel bravo ragazzo,4.9,50,noviembre,jueves,2016
0,across the river,4.9,17,junio,viernes,2013
0,perry mason: the case of the fatal fashion,6.0,1,septiembre,martes,1991
0,perry mason: the case of the fatal framing,5.0,1,marzo,domingo,1992
0,all we had,5.8,18,diciembre,viernes,2016
0,poison ivy: the secret society,4.2,12,julio,domingo,2008
0,superheroes: a never-ending battle,8.0,2,enero,martes,2013
0,garfunkel and oates: trying to be special,7.7,6,mayo,jueves,2016
0,the unknown girl,5.9,62,enero,miercoles,2016
0,eternity,5.4,36,septiembre,miercoles,2016
0,brian posehn: the fartist,7.4,4,marzo,viernes,2013
0,heroes wanted,4.5,40,agosto,viernes,2016
0,the 101-year-old man who skipped out on the bill and disappeared,6.5,31,diciembre,domingo,2016
0,viking,5.1,29,diciembre,jueves,2016
0,the snow queen 3: fire and ice,8.5,2,diciembre,jueves,2016
0,hunting season,7.1,27,diciembre,jueves,2010
0,the broken landlord,8.4,12,enero,martes,1985
0,sheep & wolves,6.5,11,abril,jueves,2016
0,the gaul,2.9,12,enero,miercoles,2001
0,tonio,6.3,3,enero,jueves,2016
82703,a street cat named bob,7.5,195,noviembre,viernes,2016
0,mr. vampire 2,7.0,4,agosto,viernes,1986
0,brothers in arms,2.7,5,enero,sabado,2005
346147650,xxx: return of xander cage,5.5,1497,enero,viernes,2017
26667196,the bye bye man,5.1,262,enero,jueves,2017
0,prevenge,6.1,43,febrero,viernes,2017
311950400,the lego batman movie,7.2,1473,febrero,miercoles,2017
0,closer to god,5.5,15,julio,viernes,2015
0,dc showcase: catwoman,6.5,36,enero,martes,2011
0,batman beyond darwyn cooke's batman 75th anniversary short,7.7,12,abril,sabado,2014
0,batman: strange days,7.5,37,abril,miercoles,2014
0,superman 75,7.4,19,enero,martes,2013
0,christmas time in south park,7.8,23,enero,lunes,2000
0,trailer park boys: say goodnight to the bad guys,7.6,18,diciembre,domingo,2008
0,superman/shazam!: the return of black adam,7.1,77,noviembre,martes,2010
0,trailer park boys - live in f**kin' dublin,6.0,12,mayo,jueves,2014
0,the good boy,5.1,8,noviembre,jueves,2016
0,"what's opera, doc?",7.6,35,julio,sabado,1957
880474,frantz,7.5,168,septiembre,miercoles,2016
0,lace crater,4.8,4,septiembre,jueves,2015
0,gabriel iglesias: i'm sorry for what i said when i was hungry,7.1,14,diciembre,martes,2016
0,the 24 hour war,7.8,4,noviembre,domingo,2016
0,deep evil,3.3,6,junio,viernes,2004
0,full speed,5.8,105,noviembre,viernes,2016
0,the black panther,5.5,5,diciembre,lunes,1977
0,the ideal,5.3,53,junio,miercoles,2016
0,the unspoken,4.5,20,enero,sabado,2015
0,the invisible guest,8.1,395,diciembre,jueves,2016
0,how videogames changed the world,6.9,10,noviembre,sabado,2013
254212240,kung fu yoga,5.9,50,enero,viernes,2017
0,rangoon,7.0,10,febrero,viernes,2017
0,death race 2050,3.7,43,enero,martes,2017
0,the night my mother killed my father,6.3,25,abril,sabado,2016
0,burn country,5.3,12,abril,sabado,2016
66207070,one piece film: gold,7.3,58,julio,sabado,2016
0,the zero boys,5.3,8,enero,miercoles,1986
0,"dana carvey: straight white male, 60",6.6,7,noviembre,viernes,2016
0,bright lights: starring carrie fisher and debbie reynolds,7.4,26,mayo,sabado,2016
0,trespass against us,6.0,59,enero,viernes,2017
0,master,7.0,12,diciembre,miercoles,2016
0,claire in motion,4.9,9,enero,viernes,2017
0,the white helmets,7.9,56,septiembre,viernes,2016
0,the miracle rider,4.0,2,abril,jueves,1935
0,dune warriors,3.3,5,enero,martes,1991
0,equalizer 2000,4.5,4,enero,jueves,1987
0,wheels of fire,5.1,5,abril,jueves,1985
0,bloodfist 2050,2.7,3,agosto,jueves,2005
0,demetri martin. person.,6.9,9,enero,domingo,2007
0,the secret of arkandias,5.6,27,enero,miercoles,2014
0,hallelujah!,5.5,38,abril,miercoles,2009
0,coin heist,5.1,61,enero,viernes,2017
2000000,i'm not ashamed,7.0,27,enero,viernes,2016
0,a cinderella christmas,6.4,14,diciembre,sabado,2016
0,rupture,5.5,53,noviembre,viernes,2016
0,the young offenders,7.5,40,septiembre,viernes,2016
0,wedding bells,5.5,3,junio,viernes,2016
0,summer love,6.1,8,agosto,sabado,2016
0,christmas land,6.7,11,diciembre,domingo,2015
0,the watermill princess,5.5,3,junio,miercoles,1994
0,a christmas wish,5.9,11,noviembre,domingo,2011
0,tini: the new life of violetta,6.8,85,mayo,miercoles,2016
0,christmas belle,5.8,4,diciembre,domingo,2013
0,the salt prince,5.1,4,febrero,sabado,1983
0,christmas in boston,5.5,14,diciembre,miercoles,2005
0,summer in the city,5.0,5,agosto,sabado,2016
0,marvel one-shot: agent carter,7.5,183,septiembre,domingo,2013
0,cup of love,2.0,1,agosto,sabado,2016
0,a prince for christmas,6.1,8,noviembre,domingo,2015
0,lea to the rescue,5.4,5,mayo,lunes,2016
0,the good witch's garden,5.8,22,febrero,sabado,2009
0,the good witch's gift,5.5,18,enero,domingo,2010
0,advance & retreat,6.7,3,noviembre,lunes,2016
0,marvel one-shot: a funny thing happened on the way to thor's hammer,7.0,72,enero,martes,2011
0,a december bride,5.9,9,noviembre,domingo,2016
0,the mistletoe promise,6.5,11,noviembre,viernes,2016
0,late bloomer,6.7,3,agosto,sabado,2016
0,sleigh bells ring,5.7,3,diciembre,domingo,2016
0,lucky girl,6.0,9,abril,domingo,2001
9100000,the king's choice,6.6,14,septiembre,jueves,2016
0,sword master,6.8,12,diciembre,viernes,2016
0,beautiful noise,6.6,4,mayo,sabado,2014
0,ferocious planet,3.8,20,abril,sabado,2011
0,we can be heroes!,3.3,3,marzo,martes,2002
0,bokhandlaren som slutade bada,6.0,1,abril,domingo,1969
0,kizumonogatari part 2: nekketsu,8.9,11,agosto,viernes,2016
0,cadena perpetua,7.3,6,agosto,jueves,1979
0,innocent thing,6.9,14,abril,jueves,2014
0,terminal island,6.0,10,junio,viernes,1973
0,gooische vrouwen 2,5.8,22,diciembre,jueves,2014
18000000,vipers nest,5.2,20,marzo,jueves,2011
4100000,raw,7.0,451,enero,viernes,2016
0,you are my pet,6.1,24,noviembre,jueves,2011
0,clinical,5.4,73,enero,viernes,2017
0,in the name of...,6.4,22,septiembre,viernes,2013
0,teenage cocktail,5.8,28,marzo,sabado,2016
0,sold,7.2,12,abril,viernes,2016
0,fin'n catty,5.5,2,enero,viernes,1943
0,fresh hare,7.3,3,agosto,viernes,1942
0,legends of the hidden temple,7.7,3,noviembre,sabado,2016
0,we are the flesh,6.0,18,enero,sabado,2016
0,you're killing me susana,5.1,9,agosto,jueves,2016
0,a perry mason mystery: the case of the jealous jokester,7.3,3,abril,lunes,1995
0,"basic sanitation, the movie",7.0,19,julio,viernes,2007
0,"margarita, with a straw",6.6,13,enero,sabado,2014
0,jim gaffigan: king baby,7.5,13,marzo,domingo,2009
0,jim gaffigan: cinco,7.6,17,enero,martes,2017
0,mala mala,7.0,5,abril,sabado,2014
0,welcome to norway,5.8,6,marzo,viernes,2016
0,"munster, go home!",5.7,10,junio,miercoles,1966
0,eu fico loko,8.3,22,enero,jueves,2017
0,staying vertical,5.4,14,agosto,miercoles,2016
0,the crash,5.2,14,enero,viernes,2017
0,don't grow up,4.3,30,marzo,miercoles,2015
0,kizumonogatari part 3: reiketsu,9.4,5,enero,viernes,2017
0,my mom is a character 2,7.8,100,diciembre,jueves,2016
0,scrappin',5.4,5,mayo,jueves,2016
0,afterimage,6.8,4,enero,sabado,2016
0,i'm a killer,7.6,9,noviembre,viernes,2016
0,maigret's dead man,6.7,25,diciembre,lunes,2016
0,isra 88,5.0,13,agosto,lunes,2016
171539890,john wick: chapter 2,6.7,2924,febrero,miercoles,2017
252434260,get out,7.2,2978,febrero,viernes,2017
566652800,kong: skull island,6.2,3161,marzo,miercoles,2017
0,sud,7.2,5,enero,domingo,1993
0,city of tiny lights,6.0,17,abril,viernes,2017
41412708,t2 trainspotting,7.1,795,enero,viernes,2017
0,science fiction volume one: the osiris child,5.4,55,agosto,jueves,2017
0,mindgamers,6.0,2,enero,domingo,2015
0,george carlin: playin' with your head,7.1,7,mayo,viernes,1986
10025571,before i fall,6.8,651,marzo,jueves,2017
0,the belko experiment,6.1,269,marzo,jueves,2016
0,a sun-tribe myth from the bakumatsu era,5.0,1,julio,domingo,1957
0,tear this heart out,6.9,7,septiembre,viernes,2008
0,"trenk, the little knight",6.0,2,noviembre,jueves,2015
0,jet boy,7.2,9,septiembre,domingo,2001
0,kaidan,5.7,9,agosto,sabado,2007
52620184,the big sick,7.7,249,junio,viernes,2017
0,ingrid goes west,7.6,18,agosto,viernes,2017
0,i don't feel at home in this world anymore,6.5,222,enero,jueves,2017
0,falling cat,6.0,13,enero,lunes,1894
146175070,king arthur: legend of the sword,6.5,1506,abril,jueves,2017
0,the rolling stones ole ole ole! : a trip across latin america,8.0,1,enero,viernes,2016
6341855,incarnate,5.1,142,diciembre,jueves,2016
0,dog,8.4,5,diciembre,jueves,2015
0,saturn 3,5.3,60,febrero,viernes,1980
0,take the 10,5.0,30,enero,viernes,2017
0,man without a star,6.4,14,marzo,jueves,1955
0,schalcken the painter,5.3,7,diciembre,sabado,1979
0,"love, lies",7.7,5,abril,miercoles,2016
0,boo! a madea halloween,5.3,219,enero,viernes,2016
0,coco,4.4,121,julio,martes,2009
0,ole !,4.9,15,diciembre,miercoles,2005
498814900,the boss baby,6.1,2336,marzo,jueves,2017
0,justice league dark,7.0,171,enero,martes,2017
0,"liar, liar, vampire",7.2,8,enero,lunes,2015
0,beware the slenderman,6.0,43,marzo,viernes,2016
0,the similars,5.3,25,septiembre,viernes,2015
0,in between,7.4,17,noviembre,viernes,2016
0,the stolen years,6.4,13,agosto,jueves,2013
0,lake consequence,3.8,8,febrero,martes,1993
0,mercury plains,5.1,17,enero,martes,2016
0,the policeman of the 16th precinct,4.1,4,noviembre,jueves,2008
0,the howling: new moon rising,2.2,15,enero,domingo,1995
312242620,resident evil: the final chapter,5.9,1139,diciembre,viernes,2016
0,nightjohn,7.0,1,junio,sabado,1996
0,escape from the 'liberty' cinema,5.2,3,enero,domingo,1990
0,el hilo rojo,6.6,24,mayo,jueves,2016
0,"gilda, no me arrepiento de este amor",5.8,4,septiembre,jueves,2016
0,night of something strange,6.1,19,abril,viernes,2016
0,iboy,6.0,315,enero,viernes,2017
0,l'ora legale,7.0,142,enero,jueves,2017
0,homo sapiens,7.3,6,julio,viernes,2016
0,love me deadly,4.9,6,enero,viernes,1973
0,two lovers and a bear,6.8,27,enero,domingo,2016
0,better off single,4.9,11,enero,viernes,2016
0,catfight,6.1,42,marzo,viernes,2017
15584255,a ghost story,6.8,95,julio,viernes,2017
0,the color of lies,4.9,11,enero,miercoles,1999
0,as you are,7.3,10,diciembre,jueves,2016
0,maalik,6.9,5,abril,viernes,2016
0,lost in the pacific,5.6,10,enero,viernes,2016
0,the primary instinct,7.0,7,mayo,viernes,2015
0,pork pie,6.0,9,febrero,jueves,2017
0,journey to greenland,5.9,10,noviembre,miercoles,2016
0,bill burr: walk your way out,6.8,21,enero,martes,2017
0,nocturama,7.1,32,agosto,miercoles,2016
0,stick man,7.5,17,enero,miercoles,2016
0,the foster boy,7.0,11,noviembre,jueves,2011
0,great migrations,8.0,1,noviembre,sabado,2010
0,dalida,6.8,57,noviembre,miercoles,2016
30911,xx,5.0,106,febrero,viernes,2017
0,sadako vs. kayako,5.5,39,junio,sabado,2016
345872,ok jaanu,6.0,20,enero,martes,2017
0,open road,5.2,18,abril,viernes,2013
0,august 32nd on earth,5.9,8,noviembre,miercoles,1998
0,"ready, steady, charlie!",6.8,6,septiembre,jueves,2003
0,amsterdam heavy,2.8,3,septiembre,lunes,2011
0,die geschichte vom brandner kaspar,6.1,7,enero,jueves,2008
0,rascals on the road,7.1,7,diciembre,jueves,2006
0,stan lee presents: mosiac,5.0,1,enero,martes,2007
0,never cry werewolf,5.3,32,mayo,domingo,2008
0,offroad,5.3,12,enero,miercoles,2012
0,on the doll,7.4,10,enero,viernes,2007
0,zettl,5.5,4,febrero,miercoles,2012
0,death is my trade,6.5,2,noviembre,viernes,1977
0,saga: curse of the shadow,5.0,27,junio,lunes,2013
378827500,fifty shades darker,6.0,2341,febrero,miercoles,2017
0,family heist,6.0,30,enero,miercoles,2017
0,the master: a lego ninjago short,2.5,2,septiembre,jueves,2016
0,don't knock twice,5.3,136,febrero,viernes,2017
0,the ticket,5.6,22,abril,viernes,2017
0,pearl,7.2,23,abril,domingo,2016
0,tikkun,7.0,6,julio,viernes,2015
0,cosy dens,8.6,23,abril,jueves,1999
0,blood curse,5.9,8,febrero,viernes,2006
0,how to draw a perfect circle,5.3,7,septiembre,miercoles,2009
0,lavender,5.5,54,marzo,viernes,2017
0,my father die,6.6,16,marzo,sabado,2016
0,the book of love,6.6,32,enero,viernes,2017
0,red billabong,5.1,7,agosto,jueves,2016
0,the hollow point,6.5,53,diciembre,viernes,2016
0,convenience,5.5,14,enero,viernes,2015
0,a sunday kind of love,6.6,9,abril,viernes,2016
0,the body farm,6.5,2,septiembre,lunes,2011
0,the great gilly hopkins,6.1,53,enero,lunes,2015
0,hope,8.1,36,enero,miercoles,2013
0,zhongkui: snow girl and the dark crystal,5.2,16,febrero,jueves,2015
0,you will be mine,5.8,18,marzo,miercoles,2009
0,the other side of hope,7.3,35,febrero,viernes,2017
0,safe harbor,4.0,1,mayo,sabado,2009
0,ozzy,6.2,30,enero,viernes,2016
0,hickey,4.3,6,enero,martes,2017
0,kung fu wing chun,6.2,3,enero,martes,2010
1440000,black snow,6.0,39,enero,jueves,2017
0,the child's eye,4.3,11,enero,miercoles,2010
0,neal brennan: 3 mics,7.1,9,enero,martes,2017
0,la vengeance d'une blonde,6.1,8,enero,miercoles,1994
0,"michael bolton's big, sexy valentine's day special",8.3,6,febrero,martes,2017
0,temps,5.3,23,abril,martes,2016
0,lucky and zorba,7.2,92,diciembre,martes,1998
0,mine,6.5,321,enero,jueves,2016
0,a decent man,6.1,7,febrero,miercoles,2016
0,the tip of the iceberg,5.8,11,noviembre,jueves,2016
0,lost in florence,4.6,10,enero,viernes,2017
0,bad kids of crestview academy,4.8,13,enero,viernes,2017
0,come together,7.6,41,noviembre,domingo,2016
0,a long walk,7.7,3,abril,sabado,2006
0,leaving on the 15th spring,6.3,3,abril,jueves,2013
0,the frontier,6.2,7,noviembre,martes,2016
0,old partner,7.7,6,enero,sabado,2008
0,postcard,4.6,5,enero,miercoles,2010
0,couple in a hole,5.8,8,abril,miercoles,2016
0,tashi and the monk,9.0,2,agosto,lunes,2015
0,sarajevo,7.1,7,abril,miercoles,2014
0,king of the belgians,5.0,12,noviembre,miercoles,2016
0,tykho moon,5.0,5,noviembre,jueves,1996
0,queen of spades,8.0,2,noviembre,jueves,2016
0,burnout 2,8.0,6,enero,miercoles,2016
0,sex in the comix,5.7,3,enero,lunes,2012
0,pink,8.0,39,septiembre,viernes,2016
228984,the taking of tiger mountain,6.4,41,diciembre,miercoles,2014
40000,an eye for beauty,2.9,54,mayo,jueves,2014
0,floyd norman: an animated life,7.3,3,febrero,viernes,2016
0,heil,4.7,11,julio,jueves,2015
0,smetto quando voglio: masterclass,7.4,158,febrero,jueves,2017
0,plane crazy,6.2,16,mayo,lunes,1928
0,shepherds and butchers,6.9,16,mayo,viernes,2017
0,the swimmers,6.0,10,agosto,jueves,2014
