presupuesto,id_pelicula,original_language,popularidad,fecha_de_estreno,ganancias,titulo_pelicula,vote_average,vote_count,mes_estreno,dia_semana,return_ROI,year_estreno
0,424889,english,1,2016-12-06,0,norman television,6.3,3,diciembre,martes,0.0,2016
0,21752,Pt,2,2009-02-01,0,if i were you 2,5.9,55,febrero,domingo,0.0,2009
1000000,180371,Pt,3,2013-03-22,0,vai que da certo,6.1,37,marzo,viernes,0.0,2013
0,381041,english,1,2016-03-14,0,rainbow time,5.8,4,marzo,lunes,0.0,2016
2000000,413052,english,8,2016-09-15,0,hacker,6.4,70,septiembre,jueves,0.0,2016
0,371446,english,1,2016-09-23,0,the free world,5.4,12,septiembre,viernes,0.0,2016
0,362974,Ko,1,2015-10-22,0,the exclusive : beat the devil's tattoo,5.8,6,enero,jueves,0.0,2015
0,314946,ruso,1,2015-01-01,0,three heroes and julius caesar,6.0,2,enero,jueves,0.0,2015
3000000,52939,ruso,1,2010-12-29,19010584,tri bogatyrya i shamakhanskaya tsaritsa,5.6,15,diciembre,miercoles,6.3369,2010
0,124277,english,2,2011-06-01,0,the maker,7.9,38,junio,miercoles,0.0,2011
0,228384,De,1,2013-11-14,0,eltern,6.1,9,noviembre,jueves,0.0,2013
0,11603,english,10,1998-11-22,0,rear window,4.9,24,noviembre,domingo,0.0,1998
0,320413,english,4,2016-10-07,0,the greasy strangler,6.1,45,enero,viernes,0.0,2016
0,96468,japonespanish,1,2011-08-16,0,tormented,4.6,9,agosto,martes,0.0,2011
0,60254,Francespanish,1,2010-02-10,0,the other dumas,6.1,7,febrero,miercoles,0.0,2010
0,422874,english,2,2016-04-06,0,money,5.6,20,abril,miercoles,0.0,2016
0,225525,english,1,1987-02-23,0,perry mason: the case of the lost love,6.5,2,febrero,lunes,0.0,1987
0,406785,english,3,2016-11-23,0,inner workings,8.2,46,noviembre,miercoles,0.0,2016
0,418691,english,1,2016-10-22,0,shadows of the dead,6.2,6,enero,sabado,0.0,2016
0,217763,english,1,1930-04-20,0,show girl in hollywood,4.8,3,abril,domingo,0.0,1930
0,210653,espanish,1,1950-07-29,0,the man without a face,8.0,2,julio,sabado,0.0,1950
0,244201,english,1,1939-02-25,0,"yes, my darling daughter",6.0,1,febrero,sabado,0.0,1939
0,406431,english,1,2016-01-01,0,the hurt business,5.6,10,enero,viernes,0.0,2016
0,389044,Francespanish,2,2016-06-29,0,the together project,6.3,21,junio,miercoles,0.0,2016
0,345727,english,1,2015-06-18,0,pentatonix: on my way home,6.9,8,junio,jueves,0.0,2015
0,362884,english,1,2015-10-17,0,october kiss,6.5,6,enero,sabado,0.0,2015
0,64191,english,7,2005-03-01,0,mom at sixteen,4.4,13,marzo,martes,0.0,2005
0,200035,english,3,2012-07-15,0,political animals,7.0,22,julio,domingo,0.0,2012
0,65345,english,1,2011-06-25,0,longhorns,5.4,13,junio,sabado,0.0,2011
0,393731,Francespanish,1,2016-10-05,0,mercenary,6.8,10,enero,miercoles,0.0,2016
0,362226,english,1,2015-10-01,0,froning: the fittest man in history,6.5,8,enero,jueves,0.0,2015
150000000,311324,english,16,2016-12-16,331957120,the great wall,5.8,1465,diciembre,viernes,2.213,2016
0,347870,english,1,2016-03-13,0,slash,6.6,17,marzo,domingo,0.0,2016
0,413417,english,3,2016-10-07,0,the matchbreaker,6.0,22,enero,viernes,0.0,2016
0,352490,english,3,2016-10-20,0,this beautiful fantastic,7.3,41,enero,jueves,0.0,2016
25000000,310307,english,18,2016-11-24,23964782,the founder,7.0,855,noviembre,jueves,0.9586,2016
0,136921,english,1,2010-04-01,0,pixels,6.8,17,abril,jueves,0.0,2010
0,36123,english,2,2009-02-13,0,under the sea 3d,6.8,21,febrero,viernes,0.0,2009
0,409447,english,3,2016-12-07,0,hairspray live!,7.0,32,diciembre,miercoles,0.0,2016
0,59356,english,1,1985-01-01,0,this unnameable little broom,6.2,8,enero,martes,0.0,1985
0,301849,aleman,1,2014-11-28,0,blowfly park,5.0,2,noviembre,viernes,0.0,2014
0,188521,english,2,2013-01-01,0,spies of warsaw,6.7,12,enero,martes,0.0,2013
0,380620,japonespanish,1,2016-06-18,0,creepy,6.3,27,junio,sabado,0.0,2016
0,47121,espanish,1,1978-05-01,302553,the priest,5.0,1,mayo,lunes,0.0,1978
0,111708,espanish,1,1987-04-09,312010,the tobacconist of vallecas,5.8,9,abril,jueves,0.0,1987
0,115903,espanish,1,1982-10-25,646714,colegas,7.3,2,enero,lunes,0.0,1982
0,114051,espanish,1,1980-10-06,680224,candy razors,6.2,6,enero,lunes,0.0,1980
0,80296,espanish,1,1975-06-06,0,forbidden love game,3.5,2,junio,viernes,0.0,1975
0,29338,english,1,1973-01-01,0,no one heard the scream,6.4,4,enero,lunes,0.0,1973
0,29336,espanish,1,1973-06-01,0,the cannibal man,6.4,14,junio,viernes,0.0,1973
38000000,356305,english,15,2016-12-22,118034270,why him?,6.3,1203,diciembre,jueves,3.1062,2016
0,229065,english,1,2013-08-28,0,a fuller life,7.0,2,agosto,miercoles,0.0,2013
0,49754,english,1,2010-05-31,0,kickassia,5.2,15,mayo,lunes,0.0,2010
0,75604,english,1,2011-09-20,0,suburban knights,6.2,15,septiembre,martes,0.0,2011
0,137669,english,1,2012-10-20,0,to boldly flee,6.6,12,enero,sabado,0.0,2012
0,422469,english,5,2016-11-28,0,i am bolt,6.7,25,noviembre,lunes,0.0,2016
75000000,335797,english,20,2016-11-23,632443700,sing,6.8,2363,noviembre,miercoles,8.4326,2016
4300000,413543,Hi,4,2016-11-24,3376375,dear zindagi,6.9,46,noviembre,jueves,0.7852,2016
0,413547,Hi,1,2016-12-01,0,kahaani 2,6.2,12,diciembre,jueves,0.0,2016
0,44746,english,2,2005-12-27,0,my family and other animals,5.9,10,diciembre,martes,0.0,2005
0,1608,english,7,1996-03-01,0,when saturday comes,5.3,13,marzo,viernes,0.0,1996
0,203059,english,1,2013-06-19,0,john hodgman: ragnarok,5.8,7,junio,miercoles,0.0,2013
0,248946,english,2,2014-01-09,0,the spoils of babylon,6.4,17,enero,jueves,0.0,2014
0,110549,english,1,2012-05-20,0,hannibal buress: animal furnace,7.8,12,mayo,domingo,0.0,2012
0,411019,english,12,2017-02-03,0,i am not your negro,8.0,87,febrero,viernes,0.0,2017
0,225577,english,1,1987-10-04,0,perry mason: the case of the murdered madam,5.5,2,enero,domingo,0.0,1987
0,393003,english,1,2016-02-05,0,wildflower,5.8,9,febrero,viernes,0.0,2016
110000,116445,english,2,1973-04-25,0,wonder women,5.5,4,abril,miercoles,0.0,1973
0,68636,espanish,1,1975-12-25,0,blacker than the night,5.9,8,diciembre,jueves,0.0,1975
0,207323,Da,1,2013-10-09,0,the olsen gang in deep trouble,6.0,1,enero,miercoles,0.0,2013
0,381935,english,2,2016-03-14,0,jack goes home,5.1,21,marzo,lunes,0.0,2016
0,52415,english,1,2008-10-16,0,crush and blush,5.7,7,enero,jueves,0.0,2008
0,272414,english,1,2014-06-14,0,echo park,6.0,5,junio,sabado,0.0,2014
7500000,411632,english,2,2016-09-23,0,end of a gun,4.8,14,septiembre,viernes,0.0,2016
0,40061,Francespanish,1,1984-10-24,0,happy easter,6.2,14,enero,miercoles,0.0,1984
0,407204,aleman,3,2016-10-14,0,the giant,6.4,5,enero,viernes,0.0,2016
0,326256,english,1,2016-03-24,0,miss india america,3.7,4,marzo,jueves,0.0,2016
0,423377,english,4,2016-12-09,0,sugar mountain,5.9,16,diciembre,viernes,0.0,2016
0,377275,Francespanish,12,2016-09-14,0,in bed with victoria,5.3,118,septiembre,miercoles,0.0,2016
0,396965,english,1,2015-09-24,0,well wishes,4.6,6,septiembre,jueves,0.0,2015
0,31160,english,2,2009-01-01,0,alma,7.0,46,enero,jueves,0.0,2009
0,380731,english,1,2016-03-08,0,darkweb,2.4,10,marzo,martes,0.0,2016
0,162139,english,1,1957-08-28,0,perri,7.3,4,agosto,miercoles,0.0,1957
0,257331,Ko,1,2014-03-13,0,thread of lies,7.9,7,marzo,jueves,0.0,2014
0,334522,english,5,2016-09-29,33125,alone in berlin,6.4,43,septiembre,jueves,0.0,2016
0,406125,chino,1,2016-07-14,0,at cafe 6,6.0,4,julio,jueves,0.0,2016
0,391642,japonespanish,1,2016-06-04,0,the kodai family,8.7,3,junio,sabado,0.0,2016
0,40573,Cs,1,1992-12-01,0,the inheritance or fuckoffguysgoodday,6.2,8,diciembre,martes,0.0,1992
0,426958,Hu,1,2016-11-10,0,strangled,6.6,4,noviembre,jueves,0.0,2016
0,277806,japonespanish,1,2014-07-12,0,say 'i love you',6.3,12,julio,sabado,0.0,2014
0,425774,english,1,2016-12-01,0,the legend of ben hall,6.6,9,diciembre,jueves,0.0,2016
0,341443,japonespanish,1,2015-04-17,0,vampire in love,6.5,2,abril,viernes,0.0,2015
0,324440,De,2,2015-02-07,0,the bunker,6.5,12,febrero,sabado,0.0,2015
0,397981,english,4,2016-06-02,0,beyond the gates,4.9,57,junio,jueves,0.0,2016
0,349028,english,1,2015-07-27,0,the interior,4.7,3,julio,lunes,0.0,2015
0,100272,english,1,2011-05-06,0,harold's going stiff,4.3,8,mayo,viernes,0.0,2011
0,326247,english,2,2015-02-28,0,the house on pine street,4.9,15,febrero,sabado,0.0,2015
0,293553,english,1,2014-07-27,0,bloody knuckles,5.3,3,julio,domingo,0.0,2014
0,255746,Da,1,2014-02-06,0,the reunion 2 - the funeral,5.4,7,febrero,jueves,0.0,2014
0,369237,english,1,2016-10-02,0,the fourth phase,8.2,6,enero,domingo,0.0,2016
0,397552,ruso,2,2016-03-31,0,paranormal drive,6.4,4,marzo,jueves,0.0,2016
0,391039,Fa,1,2016-03-16,0,life+1 day,9.4,8,marzo,miercoles,0.0,2016
0,301339,english,1,2016-10-13,0,coming through the rye,6.8,6,enero,jueves,0.0,2016
0,392011,Tr,3,2017-02-10,0,kedi,7.4,21,febrero,viernes,0.0,2017
0,356156,japonespanish,1,2015-10-31,0,my love story!!,6.8,5,enero,sabado,0.0,2015
0,363790,Ko,1,2015-10-08,0,the advocate: a missing body,7.3,9,enero,jueves,0.0,2015
0,53693,Da,1,1991-10-04,0,krummerne,6.7,5,enero,viernes,0.0,1991
0,227668,english,1,1988-05-15,0,perry mason: the case of the lady in the lake,6.0,2,mayo,domingo,0.0,1988
0,416251,english,1,2016-11-25,0,christmas list,7.1,7,noviembre,viernes,0.0,2016
0,430250,english,3,2014-11-15,0,city of dead men,4.8,13,noviembre,sabado,0.0,2014
0,77261,english,2,2011-10-10,0,five,7.4,11,enero,lunes,0.0,2011
0,365753,english,1,2015-11-06,0,rodeo and juliet,4.0,4,noviembre,viernes,0.0,2015
0,416256,english,1,2016-09-30,0,the caretaker,4.2,6,septiembre,viernes,0.0,2016
0,418585,english,5,2016-10-01,0,the crooked man,4.7,11,enero,sabado,0.0,2016
0,86979,english,1,1971-05-12,0,the road builder,6.6,8,mayo,miercoles,0.0,1971
0,397717,english,9,2016-09-10,0,barry,5.1,47,septiembre,sabado,0.0,2016
0,294463,Francespanish,3,2014-10-08,0,lou!,5.6,70,enero,miercoles,0.0,2014
0,186019,english,1,1894-05-18,0,souvenir strip of the edison kinetoscope,4.9,8,mayo,viernes,0.0,1894
0,400547,english,7,2016-06-03,0,hurricane bianca,6.3,63,junio,viernes,0.0,2016
0,18141,Cs,1,1991-08-01,0,the elementary school,7.5,14,agosto,jueves,0.0,1991
125000000,121856,english,28,2016-12-21,240697860,assassin's creed,5.4,2776,diciembre,miercoles,1.9256,2016
0,266500,english,6,2014-09-19,223003,dr. cabbie,5.7,14,septiembre,viernes,0.0,2014
0,308919,english,1,2014-11-23,0,wishin' and hopin',4.0,1,noviembre,domingo,0.0,2014
1400000,381707,espanish,4,2016-02-08,0,our lovers,6.9,33,febrero,lunes,0.0,2016
0,379441,english,2,2016-08-26,0,greater,7.5,25,agosto,viernes,0.0,2016
22000000,381289,english,10,2017-01-19,194647330,a dog's purpose,6.6,657,enero,jueves,8.8476,2017
0,334890,english,1,2015-04-11,0,the schoolboy,0.0,0,abril,sabado,0.0,2015
0,37376,english,1,1969-02-23,0,the cube,7.4,11,febrero,domingo,0.0,1969
0,393521,He,1,2016-12-14,0,one week and a day,6.9,7,diciembre,miercoles,0.0,2016
10400000,360814,Hi,9,2016-12-23,310000000,dangal,8.0,140,diciembre,viernes,29.8077,2016
0,229081,english,1,1989-04-09,0,perry mason: the case of the musical murder,7.5,2,abril,domingo,0.0,1989
0,229878,english,2,2013-10-24,0,blood and ties,6.7,15,enero,jueves,0.0,2013
0,229097,english,1,1989-11-09,0,perry mason: the case of the all-star assassin,4.0,1,noviembre,jueves,0.0,1989
0,28275,english,1,1999-01-01,0,jingle bells,0.0,0,enero,viernes,0.0,1999
0,63163,ruso,1,1994-06-06,0,the master and margarita,5.6,6,junio,lunes,0.0,1994
0,315112,De,1,2015-05-01,0,bright night,5.4,9,mayo,viernes,0.0,2015
10000,382127,english,2,2017-06-15,0,manifesto,8.0,4,junio,jueves,0.0,2017
0,229094,english,1,1990-09-30,0,perry mason: the case of the defiant daughter,5.0,1,septiembre,domingo,0.0,1990
0,369594,Francespanish,1,2015-10-11,0,this summer feeling,6.4,8,enero,domingo,0.0,2015
0,369875,english,1,2015-11-24,0,a christmas eve miracle,3.5,3,noviembre,martes,0.0,2015
0,20679,english,1,2001-11-17,0,george carlin: complaints & grievances,7.8,19,noviembre,sabado,0.0,2001
0,412467,english,3,2016-10-03,0,beyond valkyrie: dawn of the fourth reich,4.7,14,enero,lunes,0.0,2016
0,382906,espanish,1,2016-02-13,0,rara,7.0,8,febrero,sabado,0.0,2016
15000000,167449,chino,2,2012-12-20,5290,the guillotines,5.4,27,diciembre,jueves,0.0004,2012
0,287790,english,1,1957-05-01,0,"bailout at 43,000",0.0,0,mayo,miercoles,0.0,1957
21500000,195590,english,31,2016-08-04,4811525,collide,5.5,164,agosto,jueves,0.2238,2016
0,403052,english,3,2016-07-08,0,mower minions,6.8,54,julio,viernes,0.0,2016
0,122134,Francespanish,1,1895-12-27,0,baby's meal,5.4,22,diciembre,viernes,0.0,1895
0,129865,Francespanish,1,1896-03-06,0,demolition of a wall,5.8,17,marzo,viernes,0.0,1896
0,144410,,2,1895-04-01,0,annabelle serpentine dance,5.7,20,abril,lunes,0.0,1895
0,143801,english,1,1903-12-31,0,the sick kitten,5.3,11,diciembre,jueves,0.0,1903
0,81440,english,5,2011-12-02,0,"good luck charlie, it's christmas!",6.0,79,diciembre,viernes,0.0,2011
45000000,388399,english,15,2016-12-12,50548150,patriots day,6.8,631,diciembre,lunes,1.1233,2016
20000000,334524,english,16,2016-12-22,7227038,gold,6.6,403,diciembre,jueves,0.3614,2016
0,59935,De,2,2008-08-29,0,"for a moment, freedom",5.6,6,agosto,viernes,0.0,2008
0,48918,english,1,1992-03-05,0,shadow of the wolf,5.1,5,marzo,jueves,0.0,1992
0,352342,Francespanish,1,2016-01-27,0,seasons,6.5,29,enero,miercoles,0.0,2016
0,167190,english,1,2008-04-26,0,western spaghetti,6.9,15,abril,sabado,0.0,2008
0,411873,english,13,2017-06-30,0,the little hours,5.9,36,junio,viernes,0.0,2017
0,400329,english,3,2016-06-19,0,first born,5.5,20,junio,domingo,0.0,2016
0,153609,english,1,1999-01-01,0,hercules: zero to hero,6.0,3,enero,viernes,0.0,1999
0,430977,Tl,1,2016-12-25,0,seclusion,7.5,3,diciembre,domingo,0.0,2016
0,49082,english,1,1991-08-28,0,adventures in dinosaur city,3.7,7,agosto,miercoles,0.0,1991
0,56828,english,1,1999-12-31,0,dexter's laboratory: ego trip,7.4,9,diciembre,viernes,0.0,1999
0,48567,english,1,2003-10-22,0,scary godmother: halloween spooktakular,6.0,4,enero,miercoles,0.0,2003
0,230029,Ko,2,2013-10-24,0,top star,8.0,2,enero,jueves,0.0,2013
0,65207,english,1,1970-01-07,0,the twelve gold medallions,6.8,5,enero,miercoles,0.0,1970
0,89433,chino,1,1996-06-25,0,big bullet,7.3,3,junio,martes,0.0,1996
0,55157,chino,2,1993-02-05,0,eagle shooting heroes,7.0,24,febrero,viernes,0.0,1993
0,44472,english,2,2003-01-01,0,wasp,7.1,20,enero,miercoles,0.0,2003
0,369299,espanish,16,2016-05-13,0,why blame it on the child?,6.7,87,mayo,viernes,0.0,2016
0,125077,english,1,1994-08-01,0,munchie strikes back,3.0,2,agosto,lunes,0.0,1994
30000000,342473,english,17,2016-12-14,2351359,ballerina,7.1,415,diciembre,miercoles,0.0784,2016
0,392832,Italiano,2,2016-04-14,0,nemiche per la pelle,5.7,31,abril,jueves,0.0,2016
0,369059,english,1,2015-12-06,0,how sarah got her wings,5.8,15,diciembre,domingo,0.0,2015
1000000,161246,espanish,1,2009-10-15,0,"raging sun, raging sky",4.0,7,enero,jueves,0.0,2009
20000000,345922,english,23,2017-02-16,0,fist fight,6.2,339,febrero,jueves,0.0,2017
125000000,262841,english,15,2016-12-21,64493916,monster trucks,6.0,209,diciembre,miercoles,0.516,2016
30000000,324542,english,12,2017-01-12,32540674,sleepless,5.8,345,enero,jueves,1.0847,2017
40000000,340837,english,13,2017-02-15,26559556,a cure for wellness,6.0,939,febrero,miercoles,0.664,2017
0,211088,english,1,2013-10-24,0,beyond the edge,7.1,9,enero,jueves,0.0,2013
18000000,370964,ruso,6,2015-12-04,1776333,he's a dragon,6.6,38,diciembre,viernes,0.0987,2015
0,372490,english,1,2015-12-06,0,swept under,4.4,12,diciembre,domingo,0.0,2015
0,403570,english,1,2016-12-26,0,red dog: true blue,5.9,9,diciembre,lunes,0.0,2016
0,424014,Italiano,2,2016-11-17,0,quel bravo ragazzo,4.9,50,noviembre,jueves,0.0,2016
0,210079,Italiano,2,2013-06-21,0,across the river,4.9,17,junio,viernes,0.0,2013
0,226050,english,1,1991-09-24,0,perry mason: the case of the fatal fashion,6.0,1,septiembre,martes,0.0,1991
0,228257,english,1,1992-03-01,0,perry mason: the case of the fatal framing,5.0,1,marzo,domingo,0.0,1992
0,389630,english,1,2016-12-09,0,all we had,5.8,18,diciembre,viernes,0.0,2016
1999000,18223,english,3,2008-07-27,0,poison ivy: the secret society,4.2,12,julio,domingo,0.0,2008
0,268771,english,1,2013-10-08,0,superheroes: a never-ending battle,8.0,2,enero,martes,0.0,2013
0,394689,english,1,2016-05-05,0,garfunkel and oates: trying to be special,7.7,6,mayo,jueves,0.0,2016
0,340481,Francespanish,5,2016-10-05,0,the unknown girl,5.9,62,enero,miercoles,0.0,2016
0,382501,Francespanish,8,2016-09-07,0,eternity,5.4,36,septiembre,miercoles,0.0,2016
0,173189,english,1,2013-03-01,0,brian posehn: the fartist,7.4,4,marzo,viernes,0.0,2013
0,375872,espanish,2,2016-08-26,0,heroes wanted,4.5,40,agosto,viernes,0.0,2016
0,404791,aleman,10,2016-12-25,0,the 101-year-old man who skipped out on the bill and disappeared,6.5,31,diciembre,domingo,0.0,2016
13000000,369698,ruso,4,2016-12-29,0,viking,5.1,29,diciembre,jueves,0.0,2016
0,362058,ruso,1,2016-12-29,0,the snow queen 3: fire and ice,8.5,2,diciembre,jueves,0.0,2016
0,50737,Tr,2,2010-12-02,0,hunting season,7.1,27,diciembre,jueves,0.0,2010
0,31401,Tr,1,1985-01-01,0,the broken landlord,8.4,12,enero,martes,0.0,1985
0,377691,Da,1,2017-03-02,0,the man,0.0,1,marzo,jueves,0.0,2017
0,394759,ruso,6,2016-04-28,0,sheep & wolves,6.5,11,abril,jueves,0.0,2016
0,12911,Francespanish,1,2001-01-24,0,the gaul,2.9,12,enero,miercoles,0.0,2001
0,411656,Nl,1,2016-10-13,0,tonio,6.3,3,enero,jueves,0.0,2016
8000000,404378,english,10,2016-11-04,82703,a street cat named bob,7.5,195,noviembre,viernes,0.0103,2016
0,67343,chino,1,1986-08-15,0,mr. vampire 2,7.0,4,agosto,viernes,0.0,1986
0,31390,english,1,2005-01-01,0,brothers in arms,2.7,5,enero,sabado,0.0,2005
85000000,47971,english,18,2017-01-13,346147650,xxx: return of xander cage,5.5,1497,enero,viernes,4.0723,2017
7400000,292280,english,19,2017-01-12,26667196,the bye bye man,5.1,262,enero,jueves,3.6037,2017
0,395982,english,8,2017-02-10,0,prevenge,6.1,43,febrero,viernes,0.0,2017
80000000,324849,english,17,2017-02-08,311950400,the lego batman movie,7.2,1473,febrero,miercoles,3.8994,2017
0,266882,english,2,2015-07-03,0,closer to god,5.5,15,julio,viernes,0.0,2015
0,76420,english,3,2011-10-18,0,dc showcase: catwoman,6.5,36,enero,martes,0.0,2011
0,269246,english,1,2014-04-19,0,batman beyond darwyn cooke's batman 75th anniversary short,7.7,12,abril,sabado,0.0,2014
0,264170,english,3,2014-04-09,0,batman: strange days,7.5,37,abril,miercoles,0.0,2014
0,256421,english,1,2013-10-15,0,superman 75,7.4,19,enero,martes,0.0,2013
0,148039,english,1,2000-10-09,0,christmas time in south park,7.8,23,enero,lunes,0.0,2000
0,16487,english,1,1995-01-01,0,the spirit of christmas,7.7,9,enero,domingo,0.0,1995
0,26461,english,1,2008-12-07,0,trailer park boys: say goodnight to the bad guys,7.6,18,diciembre,domingo,0.0,2008
0,43641,english,4,2010-11-09,0,superman/shazam!: the return of black adam,7.1,77,noviembre,martes,0.0,2010
0,274326,english,1,2014-05-01,0,trailer park boys - live in f**kin' dublin,6.0,12,mayo,jueves,0.0,2014
10000000,335791,english,17,2016-09-09,30658388,when the bough breaks,5.3,93,septiembre,viernes,3.0658,2016
0,417427,ruso,1,2016-11-10,0,the good boy,5.1,8,noviembre,jueves,0.0,2016
0,53217,english,2,1957-07-06,0,"what's opera, doc?",7.6,35,julio,sabado,0.0,1957
0,377263,Francespanish,9,2016-09-07,880474,frantz,7.5,168,septiembre,miercoles,0.0,2016
0,352960,english,1,2015-09-10,0,lace crater,4.8,4,septiembre,jueves,0.0,2015
0,429801,english,1,2016-12-20,0,gabriel iglesias: i'm sorry for what i said when i was hungry,7.1,14,diciembre,martes,0.0,2016
0,359093,english,1,2016-11-20,0,the 24 hour war,7.8,4,noviembre,domingo,0.0,2016
0,19010,Francespanish,1,2004-06-25,0,deep evil,3.3,6,junio,viernes,0.0,2004
0,382598,Francespanish,7,2016-11-11,0,full speed,5.8,105,noviembre,viernes,0.0,2016
0,106876,english,1,1977-12-26,0,the black panther,5.5,5,diciembre,lunes,0.0,1977
0,413837,Francespanish,1,2017-02-22,0,a wedding,6.3,20,febrero,miercoles,0.0,2017
0,417056,english,2,2016-10-07,0,the hollow,5.0,14,enero,viernes,0.0,2016
0,384727,Francespanish,3,2016-06-15,0,the ideal,5.3,53,junio,miercoles,0.0,2016
0,363689,english,2,2015-10-24,0,the unspoken,4.5,20,enero,sabado,0.0,2015
4000000,411088,espanish,14,2016-12-15,0,the invisible guest,8.1,395,diciembre,jueves,0.0,2016
0,240634,english,1,2013-11-30,0,how videogames changed the world,6.9,10,noviembre,sabado,0.0,2013
65000000,383785,chino,18,2017-01-27,254212240,kung fu yoga,5.9,50,enero,viernes,3.911,2017
12003848,392271,Hi,4,2017-02-24,0,rangoon,7.0,10,febrero,viernes,0.0,2017
0,401544,english,5,2017-01-17,0,death race 2050,3.7,43,enero,martes,0.0,2017
0,367613,espanish,3,2016-04-23,0,the night my mother killed my father,6.3,25,abril,sabado,0.0,2016
0,328796,english,1,2016-04-16,0,burn country,5.3,12,abril,sabado,0.0,2016
0,374205,japonespanish,5,2016-07-23,66207070,one piece film: gold,7.3,58,julio,sabado,0.0,2016
0,109213,english,1,1986-01-01,0,the zero boys,5.3,8,enero,miercoles,0.0,1986
0,423122,english,1,2016-11-04,0,"dana carvey: straight white male, 60",6.6,7,noviembre,viernes,0.0,2016
0,398738,english,2,2016-05-14,0,bright lights: starring carrie fisher and debbie reynolds,7.4,26,mayo,sabado,0.0,2016
0,256569,english,11,2017-01-20,0,trespass against us,6.0,59,enero,viernes,0.0,2017
0,382220,Ko,2,2016-12-21,0,master,7.0,12,diciembre,miercoles,0.0,2016
0,381008,english,1,2017-01-13,0,claire in motion,4.9,9,enero,viernes,0.0,2017
0,416211,arabe,3,2016-09-16,0,the white helmets,7.9,56,septiembre,viernes,0.0,2016
0,184958,english,1,1935-04-11,0,the miracle rider,4.0,2,abril,jueves,0.0,1935
0,222339,english,1,1991-01-01,0,dune warriors,3.3,5,enero,martes,0.0,1991
0,66659,english,1,1987-01-01,0,equalizer 2000,4.5,4,enero,jueves,0.0,1987
0,107319,english,1,1985-04-11,0,wheels of fire,5.1,5,abril,jueves,0.0,1985
0,107605,english,1,2005-08-04,0,bloodfist 2050,2.7,3,agosto,jueves,0.0,2005
0,108177,english,1,2007-01-14,0,demetri martin. person.,6.9,9,enero,domingo,0.0,2007
0,38323,ruso,1,1976-12-10,0,mama,5.8,7,diciembre,viernes,0.0,1976
0,289171,Francespanish,4,2014-10-22,0,the secret of arkandias,5.6,27,enero,miercoles,0.0,2014
0,17417,Francespanish,2,2009-04-29,0,hallelujah!,5.5,38,abril,miercoles,0.0,2009
0,429238,english,3,2017-01-06,0,coin heist,5.1,61,enero,viernes,0.0,2017
1500000,409502,english,2,2016-10-21,2000000,i'm not ashamed,7.0,27,enero,viernes,1.3333,2016
0,426808,english,2,2016-12-03,0,a cinderella christmas,6.4,14,diciembre,sabado,0.0,2016
0,345925,english,5,2016-11-04,0,rupture,5.5,53,noviembre,viernes,0.0,2016
0,408159,english,10,2016-09-16,0,the young offenders,7.5,40,septiembre,viernes,0.0,2016
0,396392,english,1,2016-06-03,0,wedding bells,5.5,3,junio,viernes,0.0,2016
0,411081,english,1,2016-08-20,0,summer love,6.1,8,agosto,sabado,0.0,2016
0,369054,english,1,2015-12-20,0,christmas land,6.7,11,diciembre,domingo,0.0,2015
0,82716,Cs,1,1994-06-01,0,the watermill princess,5.5,3,junio,miercoles,0.0,1994
0,80544,english,1,2011-11-20,0,a christmas wish,5.9,11,noviembre,domingo,0.0,2011
0,360365,espanish,8,2016-05-04,0,tini: the new life of violetta,6.8,85,mayo,miercoles,0.0,2016
0,245792,english,1,2013-12-08,0,christmas belle,5.8,4,diciembre,domingo,0.0,2013
0,208436,Sk,1,1983-02-26,0,the salt prince,5.1,4,febrero,sabado,0.0,1983
0,7088,english,3,2005-12-14,0,christmas in boston,5.5,14,diciembre,miercoles,0.0,2005
0,407335,english,1,2016-08-13,0,summer in the city,5.0,5,agosto,sabado,0.0,2016
0,211387,english,6,2013-09-08,0,marvel one-shot: agent carter,7.5,183,septiembre,domingo,0.0,2013
0,412511,english,1,2016-08-20,0,cup of love,2.0,1,agosto,sabado,0.0,2016
0,369057,Francespanish,1,2015-11-29,0,a prince for christmas,6.1,8,noviembre,domingo,0.0,2015
0,400045,english,1,2016-05-30,0,lea to the rescue,5.4,5,mayo,lunes,0.0,2016
0,60821,english,3,2009-02-07,0,the good witch's garden,5.8,22,febrero,sabado,0.0,2009
0,61005,english,2,2010-10-24,0,the good witch's gift,5.5,18,enero,domingo,0.0,2010
0,424822,english,1,2016-11-14,0,advance & retreat,6.7,3,noviembre,lunes,0.0,2016
500000,76535,english,5,2011-10-25,0,marvel one-shot: a funny thing happened on the way to thor's hammer,7.0,72,enero,martes,0.0,2011
0,427045,english,1,2016-11-20,0,a december bride,5.9,9,noviembre,domingo,0.0,2016
0,410315,english,2,2016-11-04,0,the mistletoe promise,6.5,11,noviembre,viernes,0.0,2016
1600000,382207,english,1,2016-08-06,0,late bloomer,6.7,3,agosto,sabado,0.0,2016
0,421626,english,1,2016-12-18,0,sleigh bells ring,5.7,3,diciembre,domingo,0.0,2016
0,24068,english,1,2001-04-08,0,lucky girl,6.0,9,abril,domingo,0.0,2001
7500000,396616,No,1,2016-09-29,9100000,the king's choice,6.6,14,septiembre,jueves,1.2133,2016
25000000,14564,english,25,2017-02-01,83080890,rings,4.8,1075,febrero,miercoles,3.3232,2017
